TaskId,ProjectId,TaskCode,TaskDiscipline,TaskType,SubTask,Name,Detail,UserIds,StartDate,TargetDate,FinishedDate,Hours,Modified,AutoLoad
4834,PRO-121-LW-05,ARC-MOD-NEWM-12,Architecture,Modelling,New Model,13. 1600 Fixed Finishes Floor Plan,,"(232),(245),(241),(191)",2022-05-02,2022-06-06,,0,,06/13/2022 1:39:03 PM
4835,PRO-121-LW-05,ARC-MOD-NEWM-13,Architecture,Modelling,New Model,14. 1000 General Arrangement Floor Plan,,"(232),(245),(241)",2022-05-12,2022-06-06,,0,,06/13/2022 1:39:03 PM
4836,PRO-121-LW-05,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,02. 2D Documentation,,,2022-03-09,2022-03-16,,0,,06/13/2022 1:39:03 PM
4837,PRO-121-LW-05,ARC-2DD-NEWM-02,Architecture,2D Documentation,New Model,08. 6000 Door&Window Schedule.,,"(232),(245),(241),(242)",2022-03-23,2022-05-09,,0,,06/13/2022 1:39:03 PM
4838,PRO-121-LW-05,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,03. Project Management & QA,,,2022-03-09,2022-03-16,,0,,06/13/2022 1:39:03 PM
4839,PRO-121-LW-07,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,01. 3D Model Update,,,2022-04-18,2022-04-25,,0,,06/13/2022 1:39:03 PM
4840,PRO-121-LW-07,ARC-MOD-STDM-01,Architecture,Modelling,Standardize Model,02.Check and synchronized Model link,,"(109),(234),(240),(176),(247),(208),(225),(229),(170),(196),(191)",2022-04-18,2022-04-21,,0,,06/13/2022 1:39:03 PM
4841,PRO-121-LW-07,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,02. 2D Documentation,,,2022-04-18,2022-04-25,,0,,06/13/2022 1:39:03 PM
4842,PRO-121-LW-07,ARC-2DD-NEWM-02,Architecture,2D Documentation,New Model,"01.Create Sheet View, and Dim tag",,"(109),(208),(176),(231),(234),(247),(240),(225),(170),(196),(229),(191),(232),(241),(245),(258),(274),(221)",2022-04-18,2022-05-13,,0,,06/13/2022 1:39:03 PM
4843,PRO-121-LW-07,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,03. Project Management & QA,,,2022-04-18,2022-04-25,,0,,06/13/2022 1:39:03 PM
4844,PRO-121-LW-08,ARC-MOD-NEWM,Architecture,Modelling,New Model,01. 3D Model,,"(188),(209),(226),(139)",2022-04-25,2022-06-03,2022-06-29,0,,06/29/2022 4:20:44 PM
4845,PRO-121-LW-08,ARC-2DD-NEWM,Architecture,2D Documentation,New Model,02. 2D Documentation,,"(188),(209),(226),(139)",2022-04-25,2022-06-03,2022-06-29,0,,06/29/2022 4:20:49 PM
4846,PRO-128-HBA-01,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,01-Reviewing - Setup Project,,"(224),(182),(208),(215),(216),(185),(139),(210),(176),(109)",2021-07-23,2021-07-26,2022-03-30,0,,06/13/2022 1:39:04 PM
4847,PRO-128-HBA-01,ARC-MOD-NEWM-02,Architecture,Modelling,New Model,02-Review BEP,,"(224),(182),(208),(215),(216)",2021-08-23,2021-08-26,2022-03-30,0,,06/13/2022 1:39:04 PM
4848,PRO-128-HBA-01,ARC-MOD-CMTU-01,Architecture,Modelling,Comments Update,03-Prepare/Clean up file,,"(224),(182),(208),(215),(216),(176)",2021-08-23,2021-08-26,2022-03-30,0,,06/13/2022 1:39:04 PM
4849,PRO-128-HBA-01,ARC-MOD-NEWM-03,Architecture,Modelling,New Model,04-Create Families,,"(224),(182),(208),(215),(216),(176)",2021-08-23,2021-08-26,2022-03-30,0,,06/13/2022 1:39:04 PM
4850,PRO-128-HBA-01,ARC-MOD-NEWM-04,Architecture,Modelling,New Model,05-Lobby Lounge,,"(224),(182),(208),(215),(216),(185),(139),(210),(176),(109),(230),(231)",2021-08-23,2021-08-26,2022-03-30,0,,06/13/2022 1:39:04 PM
4851,PRO-128-HBA-01,ARC-MOD-NEWM-05,Architecture,Modelling,New Model,06-Residential Lounge,,"(224),(182),(208),(215),(216),(185),(139),(210),(176),(109)",2021-08-23,2021-08-26,2022-03-30,0,,06/13/2022 1:39:04 PM
4852,PRO-128-HBA-01,ARC-MOD-NEWM-06,Architecture,Modelling,New Model,07-Public Rest Room,,"(224),(182),(208),(215),(216),(185),(139),(210),(176),(109)",2021-08-23,2021-08-26,2022-03-30,0,,06/13/2022 1:39:04 PM
4853,PRO-128-HBA-01,ARC-MOD-NEWM-07,Architecture,Modelling,New Model,08-Gym,,"(224),(182),(208),(215),(216),(185),(139),(210),(176),(109)",2021-08-23,2021-08-26,2022-03-30,0,,06/13/2022 1:39:04 PM
4854,PRO-128-HBA-01,ARC-MOD-NEWM-08,Architecture,Modelling,New Model,09-Prayer Room,,"(224),(182),(208),(215),(216),(185),(139),(210),(176),(109),(230),(231)",2021-08-23,2021-08-26,2022-03-30,0,,06/13/2022 1:39:04 PM
4855,PRO-128-HBA-01,ARC-MOD-NEWM-10,Architecture,Modelling,New Model,11-Millwork,,"(224),(182),(208),(215),(216),(185),(139),(210),(176),(109),(190),(230),(231),(232),(169),(221)",2021-09-06,2021-09-09,2022-03-30,0,,06/13/2022 1:39:04 PM
4856,PRO-128-HBA-01,ARC-MOD-NEWM-11,Architecture,Modelling,New Model,12-Typical Detail,,"(224),(182),(208),(215),(216),(185),(139),(210),(176),(109),(190),(221),(230),(231),(232),(169)",2021-09-06,2021-09-09,2022-03-30,0,,06/13/2022 1:39:04 PM
4857,PRO-128-HBA-01,ARC-PJM-MGMT-01,Architecture,Project Management,Project Management,"10-QC, Markup and Management",,"(224),(182),(215),(208),(216),(176),(109),(139),(230),(221),(169),(210),(231),(232),(183)",2021-08-23,2021-08-26,2022-03-30,0,,06/13/2022 1:39:04 PM
4858,PRO-120-MD+-01_M,MEP-MOD-NEWM-01,MEP,Modelling,New Model,01.Modelng and Documentation,,"(151),(196),(207),(219),(228),(220)",2021-09-06,2021-09-09,2022-03-30,0,,06/13/2022 1:39:04 PM
4859,PRO-120-MD+-01_M,MEP-MOD-NEWM-02,MEP,Modelling,New Model,02.QC,,"(151),(196),(207),(219),(228),(220)",2021-09-06,2021-09-09,2022-03-30,0,,06/13/2022 1:39:04 PM
4860,PRO-120-MD+-01_M,MEP-MOD-NEWM-03,MEP,Modelling,New Model,03. Project management,,(187),2021-09-06,2021-09-09,2022-03-30,0,,06/13/2022 1:39:04 PM
4861,PRO-120-MD+-01_M,MEP-MOD-NEWM-04,MEP,Modelling,New Model,Fabrication Set - 01.Modeling and Documentation,,"(151),(196),(207),(219),(228),(220),(170)",2021-11-18,2022-02-28,2022-03-30,0,,06/13/2022 1:39:04 PM
4862,PRO-120-MD+-01_M,MEP-MOD-NEWM-05,MEP,Modelling,New Model,Fabrication Set - 02.QC,,"(151),(196),(207),(219),(228),(220)",2021-11-18,2022-02-28,2022-03-30,0,,06/13/2022 1:39:04 PM
4863,PRO-120-MD+-01_M,MEP-QTO-NEWM-01,MEP,Quantity Take Off,New Model,06. Quantity Take-Off,,"(151),(219),(196),(207),(220)",2021-12-22,2021-12-31,2022-03-30,0,,06/13/2022 1:39:04 PM
4864,PRO-120-MD+-01_AS,MEP-MOD-NEWM-01,MEP,Modelling,New Model,01.Modeling and Documentation,,"(73),(112),(139),(188),(206),(209),(227),(226),(185),(232),(183),(230),(176),(210),(182),(169),(190),(109),(191),(235),(237),(236)",2021-09-06,2021-09-09,2022-03-30,0,,06/13/2022 1:39:04 PM
4865,PRO-120-MD+-01_AS,MEP-MOD-NEWM-02,MEP,Modelling,New Model,02.QC,,"(73),(112),(139),(188),(206),(209),(227),(226),(185)",2021-09-06,2021-09-09,2022-03-30,0,,06/13/2022 1:39:04 PM
4866,PRO-120-MD+-01_AS,OTH-PJM-MGMT-01,Others,Project Management,Project Management,03.Project Management,,(73),2021-06-01,2022-04-01,2022-03-30,0,,06/13/2022 1:39:04 PM
4867,PRO-120-MD+-02_AS,OTH-OTH-NEWM-01,Others,Others,New Model,ARC & STR_Modelling and Documentation_Fabrication Stage ,,"(188),(209),(227),(206),(226),(185),(191),(169)",2021-06-03,2021-06-11,2022-03-30,0,,06/13/2022 1:39:04 PM
4868,PRO-120-MD+-02_AS,OTH-AUD-NEWM-01,Others,Model Auditing,New Model,ARC & STR_QC_Modelling and Documentation_Fabrication Stage ,,"(188),(206),(185),(169),(73),(224)",2021-06-03,2021-06-11,2022-03-30,0,,06/13/2022 1:39:04 PM
4869,PRO-120-MD+-02_AS,OTH-PJM-NEWM-01,Others,Project Management,New Model,ARC & STR_Project Management,,"(224),(73)",2021-06-03,2021-06-11,2022-03-30,0,,06/13/2022 1:39:04 PM
4870,PRO-120-MD+-02_AS,STR-2DD-MDLU-01,Structure,2D Documentation,Model Upgrade,UPDATE MODEL,UPDATE MODEL,(206),2021-07-02,2021-07-05,2022-03-30,0,,06/13/2022 1:39:04 PM
4871,PRO-120-MD+-02_M,MEP-OTH-NEWM-02,MEP,Others,New Model,Bathroom Pod_Modelling and Documentation_Fabrication Stage,,"(151),(223),(225),(228),(170),(207)",2021-06-03,2021-06-10,2021-11-15,192,,06/13/2022 1:39:04 PM
4872,PRO-120-MD+-02_M,MEP-OTH-MGMT-01,MEP,Others,Project Management,03. Project Management,,"(187),(149)",2021-06-03,2021-06-10,2021-11-15,20,,06/13/2022 1:39:04 PM
4873,PRO-120-MD+-02_R,RND-RDT-NEWM-01,RnD,Tools For Revit,New Model,Lighting Analysis Study - Lux Output via Revit,Study how to use Lighting Analysis inside Revit,"(213),(194),(212)",2021-06-21,2021-06-25,2021-08-02,0,,06/13/2022 1:39:04 PM
4874,PRO-120-MD+-02_R,RND-RDT-NEWM-02,RnD,Tools For Revit,New Model,Project MD+ conversion | Convert previous iBuilt Tools to MD+ Tools,Convert previous iBuilt Tools to MD+ Tools,"(213),(194),(212)",2021-06-21,2021-06-25,2021-11-22,0,,06/13/2022 1:39:04 PM
4875,PRO-120-MD+-03_M,MEP-MOD-NEWM-01,MEP,Modelling,New Model,01.Modeling and Documentation,,"(151),(170),(196),(205),(207),(218),(219),(223),(225),(228),(229)",2021-09-06,2021-09-09,2021-11-29,0,,06/13/2022 1:39:04 PM
4876,PRO-120-MD+-03_M,MEP-MOD-NEWM-02,MEP,Modelling,New Model,02.QC,,"(151),(170),(196),(205),(207),(218),(219),(223),(225),(228),(229)",2021-09-06,2021-09-09,2021-11-29,0,,06/13/2022 1:39:04 PM
4877,PRO-120-MD+-03_M,MEP-MOD-NEWM-03,MEP,Modelling,New Model,03. Project management,,"(187),(212),(149)",2021-09-06,2022-01-30,2021-11-29,0,,06/13/2022 1:39:04 PM
4878,PRO-120-MD+-03_M,MEP-MOD-NEWM-04,MEP,Modelling,New Model,Fabrication Set - 03. Project management,,"(187),(212),(149)",2021-11-18,2022-02-28,2022-03-30,0,,06/13/2022 1:39:04 PM
4879,PRO-120-MD+-03_M,MEP-MOD-NEWM-05,MEP,Modelling,New Model,Fabrication Set - 01.Modeling and Documentation,,"(151),(170),(196),(205),(207),(218),(219),(223),(225),(228),(229)",2021-11-18,2022-02-28,2022-03-30,0,,06/13/2022 1:39:04 PM
4880,PRO-120-MD+-03_M,MEP-MOD-NEWM-06,MEP,Modelling,New Model,Fabrication Set - 02.QC,,"(151),(170),(196),(205),(207),(218),(219),(223),(225),(228),(229)",2021-11-18,2022-02-28,2022-03-30,0,,06/13/2022 1:39:04 PM
4881,PRO-120-MD+-03_AS,MEP-MOD-NEWM-01,MEP,Modelling,New Model,01.Modeling and Documentation,,"(73),(112),(139),(188),(206),(209),(227),(226),(185),(182),(232),(183),(230),(176),(210),(169),(190),(191),(109),(235),(237),(236)",2021-09-06,2021-09-09,2022-03-30,0,,06/13/2022 1:39:04 PM
4882,PRO-120-MD+-03_AS,MEP-MOD-NEWM-02,MEP,Modelling,New Model,02.QC,,"(73),(112),(139),(188),(206),(209),(227),(226),(185)",2021-09-06,2021-09-09,2022-03-30,0,,06/13/2022 1:39:04 PM
4883,PRO-120-MD+-03_AS,MEP-MOD-NEWM-03,MEP,Modelling,New Model,03.Project Management,,"(73),(224)",2021-09-06,2021-09-09,2022-03-30,0,,06/13/2022 1:39:04 PM
4884,PRO-119-MTV-01,ARC-MOD-STDM-01,Architecture,Modelling,Standardize Model,01-TBF Site modeling,,(176),2021-03-31,2021-04-03,,0,,06/13/2022 1:39:04 PM
4885,PRO-119-MTV-01,ARC-MOD-STDM-02,Architecture,Modelling,Standardize Model,01-TBF Architecture Modeling,,"(176),(191)",2021-03-31,2021-04-03,,0,,06/13/2022 1:39:04 PM
4886,PRO-119-MTV-01,ARC-MOD-STDM-03,Architecture,Modelling,Standardize Model,01-TBF Fitture and Fitting Model,,(176),2021-03-31,2021-04-03,,0,,06/13/2022 1:39:04 PM
4887,PRO-119-MTV-01,ARC-2DD-STDM-01,Architecture,2D Documentation,Standardize Model,02-TBF Concept Documentation,,(176),2021-03-31,2021-04-03,,0,,06/13/2022 1:39:04 PM
4888,PRO-119-MTV-01,ARC-3DV-STDM-01,Architecture,3D Visualization,Standardize Model,03-TBF 3D External,,(176),2021-03-31,2021-04-03,,0,,06/13/2022 1:39:04 PM
4889,PRO-119-MTV-01,ARC-3DV-NEWM-01,Architecture,3D Visualization,New Model,03-TBF 3D Interior,,(176),2021-03-31,2021-04-03,,0,,06/13/2022 1:39:04 PM
4890,PRO-119-MTV-01,ARC-PJM-STDM-01,Architecture,Project Management,Standardize Model,00-TBF Check/Workload/Resource /Management ,,(224),2021-03-31,2021-04-03,,0,,06/13/2022 1:39:04 PM
4891,PRO-115-CEC_NB,MEP-AUD-STDM-01,MEP,Model Auditing,Standardize Model,Check all families on LOD200 or lower,,"(205),(180)",2021-01-13,2021-01-16,2022-03-30,0,,06/13/2022 1:39:04 PM
4892,PRO-115-CEC-01,MEP-CRD-STDM-01,MEP,Coordination,Standardize Model,"Bloc 0,1,2,3,4 | MEP vs MEP Clash Detection Round 3","Bloc 0,1,2,3,4 | MEP vs MEP Clash Detection Round 3","(220),(205),(212)",2021-01-04,2021-01-07,2021-01-11,80,,06/13/2022 1:39:04 PM
4893,PRO-115-CEC-01,STR-CRD-STDM-01,Structure,Coordination,Standardize Model,"Bloc 0,1,2,3,4 | Review and Input data Round 4","Bloc 0,1,2,3,4 | Review and Input data Round 4","(140),(184)",2021-03-22,2021-03-22,2021-03-30,16,,06/13/2022 1:39:04 PM
4894,PRO-115-CEC-01,STR-CRD-STDM-02,Structure,Coordination,Standardize Model,Bloc 0 | STR vs ARC Clash Detection Round 4,Bloc 0 | STR vs ARC Clash Detection Round 4,(140),2021-03-22,2021-03-22,2021-03-30,8,,06/13/2022 1:39:04 PM
4895,PRO-115-CEC-01,STR-CRD-STDM-03,Structure,Coordination,Standardize Model,"Bloc 1, 2, 3, 4 | STR vs ARC Clash Detection Round 4","Bloc 1, 2, 3, 4 | STR vs ARC Clash Detection Round 4",(140),2021-03-23,2021-03-23,2021-03-30,8,,06/13/2022 1:39:04 PM
4896,PRO-115-CEC-01,STR-CRD-STDM-04,Structure,Coordination,Standardize Model,"Bloc 0, 1, 2, 3, 4 | STR ARC vs MEP Clash Detection Round 4","Bloc 0, 1, 2, 3, 4 | STR ARC vs MEP Clash Detection Round 4",(140),2021-03-23,2021-03-26,2021-03-30,40,,06/13/2022 1:39:04 PM
4897,PRO-115-CEC-01,STR-CRD-STDM-05,Structure,Coordination,Standardize Model,"Bloc 0,1,2,3,4 | MEP vs MEP Clash Detection Round 4","Bloc 0,1,2,3,4 | MEP vs MEP Clash Detection Round 4",(184),2021-03-23,2021-03-26,2022-03-30,40,,06/13/2022 1:39:04 PM
4898,PRO-115-CEC-01,STR-CRD-STDM-06,Structure,Coordination,Standardize Model,QC and Create Report,QC and Create Report,"(140),(184)",2021-03-29,2021-04-01,2021-03-30,8,,06/13/2022 1:39:04 PM
4899,PRO-115-CEC-01,MEP-OTH-STDM-01,MEP,Others,Standardize Model,BOQ translate & quantities,,"(205),(180),(220),(197),(202)",2021-01-07,2021-01-14,2021-01-12,48,,06/13/2022 1:39:04 PM
4900,PRO-115-CEC-01,OTH-OTH-STDM-01,Others,Others,Standardize Model,Arch and Struc: BOQ translate & quantities,"BOQ translate, standardize model than export quantity ","(140),(184),(199),(189),(203),(214)",2021-01-08,2021-01-15,2021-01-14,120,,06/13/2022 1:39:04 PM
4901,PRO-136-PDM-01-AHS_AS,STR-2DD-STDM,Structure,2D Documentation,Standardize Model,Create 2D Fabrication Drawing Set ,Create 2D Fabrication Drawing Set for 3 Pod,"(139),(226),(209),(188),(269)",2022-02-10,2022-02-18,2022-03-30,0,,06/30/2022 2:16:56 PM
4902,PRO-136-PDM-01-AHS_AS,ARC-MOD-STDM,Architecture,Modelling,Standardize Model,Create Arc Model ,,"(188),(226),(209),(227)",2022-03-01,2022-04-03,2022-06-29,0,,06/29/2022 4:20:53 PM
4903,PRO-136-PDM-01-AHS_AS,STR-MOD-STDM,Structure,Modelling,Standardize Model,Create Str Model & 2D Document,,"(188),(226),(209)",2022-03-31,2022-04-03,2022-06-29,0,,06/29/2022 4:20:56 PM
4904,PRO-136-PDM-01-AHS_AS,ARC-3DV-STDM,Architecture,3D Visualization,Standardize Model,Render Video & Pic,,"(226),(209),(188)",2022-03-01,2022-04-03,2022-06-29,0,,06/29/2022 4:20:59 PM
4905,PRO-136-PDM-01-AHS_M,MEP-MOD-MDLU-01,MEP,Modelling,Model Upgrade,A.01. ACWD - 3D Model Update,upgrade exissting model to produce BOM & tag & no clashes,"(151),(225),(223),(219),(196),(207),(228)",2022-02-09,2022-02-12,,0,,06/13/2022 1:39:04 PM
4906,PRO-136-PDM-01-AHS_M,MEP-MOD-MDLU-02,MEP,Modelling,Model Upgrade,B.01. Bathroom - 3D Model Update,upgrade exissting model to produce BOM & tag & no clashes,"(151),(225),(223),(228),(196),(207),(219),(270),(271)",2022-02-09,2022-02-26,,0,,06/13/2022 1:39:04 PM
4907,PRO-136-PDM-01-AHS_M,MEP-MOD-MDLU-03,MEP,Modelling,Model Upgrade,C.01. Kitchen - 3D Model Update,upgrade exissting model to produce BOM & tag & no clashes,"(151),(225),(223),(170),(196),(219),(207),(228)",2022-02-09,2022-02-26,,0,,06/13/2022 1:39:04 PM
4908,PRO-136-PDM-01-AHS_M,MEP-MOD-NEWM-01,MEP,Modelling,New Model,01. 3D Model Creation,,"(207),(219),(220),(170),(196),(223),(225),(228),(229)",2022-03-25,2022-04-04,,1000,,06/13/2022 1:39:04 PM
4909,PRO-136-PDM-01-AHS_M,MEP-2DD-MDLU,MEP,2D Documentation,Model Upgrade,A.02. ACWD 2D Documentation,upgrade exissting model to produce BOM & tag & no clashes,"(151),(225),(170),(228),(270),(277),(278),(282),(271)",2022-02-09,2022-02-12,,0,,06/14/2022 5:47:34 PM
4910,PRO-136-PDM-01-AHS_M,MEP-2DD-MDLU,MEP,2D Documentation,Model Upgrade,B.02. Bathroom 2D Documentation,upgrade existing model to produce BOM & tag & no clashes,"(151),(225),(170),(228),(270),(271),(277),(278),(282)",2022-02-09,2022-02-26,,0,,06/14/2022 5:05:00 PM
4911,PRO-136-PDM-01-AHS_M,MEP-2DD-MDLU,MEP,2D Documentation,Model Upgrade,C.02. Kitchen 2D Documentation,upgrade existing model to produce BOM & tag & no clashes,"(151),(225),(170),(228),(270),(277),(278),(282),(271)",2022-02-09,2022-02-26,,0,,06/14/2022 5:48:23 PM
4912,PRO-136-PDM-01-AHS_M,MEP-PJM-MGMT-01,MEP,Project Management,Project Management,03. Project Management & QA,upgrade exissting model to produce BOM & tag & no clashes,"(151),(225),(212),(187)",2022-02-15,2022-03-31,,0,,06/13/2022 1:39:04 PM
4913,PRO-136-02-BHH_AS,ARC-MOD-STDM,Architecture,Modelling,Standardize Model,Create Arc Model ,,"(188),(226),(209)",2022-03-31,2022-04-03,2022-06-29,0,,06/29/2022 4:19:57 PM
4914,PRO-136-02-BHH_AS,STR-MOD-STDM,Structure,Modelling,Standardize Model,Create Str Model & 2D Document,,"(188),(226),(209)",2022-03-31,2022-04-03,2022-06-29,0,,06/29/2022 4:20:00 PM
4915,PRO-136-02-BHH_AS,ARC-3DV-STDM,Architecture,3D Visualization,Standardize Model,Render Video & Pic,,"(226),(209),(188)",2022-03-31,2022-04-03,2022-06-29,0,,06/29/2022 4:20:04 PM
4916,PRO-136-02-BHH_M,MEP-MOD-MDLU,MEP,Modelling,Model Upgrade,C.01. Kitchen - 3D Model Update,upgrade exissting model to produce BOM & tag & no clashes,"(151),(225),(223),(170),(196),(219),(207),(228)",2022-02-17,2022-02-25,2022-06-30,0,,06/30/2022 2:58:04 PM
4917,PRO-136-02-BHH_M,MEP-MOD-MDLU,MEP,Modelling,Model Upgrade,B.01. Bathroom - 3D Model Update,upgrade exissting model to produce BOM & tag & no clashes,"(151),(225),(223),(228),(196),(207),(219)",2022-02-17,2022-02-25,2022-06-30,0,,06/30/2022 2:58:09 PM
4918,PRO-136-02-BHH_M,MEP-2DD-MDLU,MEP,2D Documentation,Model Upgrade,C.02. Kitchen 2D Documentation,upgrade existing model to produce BOM & tag & no clashes,"(151),(225),(223),(170),(196),(219),(207),(228)",2022-02-17,2022-02-25,2022-06-30,0,,06/30/2022 2:58:13 PM
4919,PRO-136-02-BHH_M,MEP-2DD-MDLU,MEP,2D Documentation,Model Upgrade,B.02. Bathroom 2D Documentation,upgrade existing model to produce BOM & tag & no clashes,"(151),(225),(223),(196),(219),(170),(228),(207)",2022-02-17,2022-02-25,2022-06-30,0,,06/30/2022 2:58:17 PM
4920,PRO-136-02-BHH_M,MEP-PJM-MGMT,MEP,Project Management,Project Management,03. Project Management & QA,upgrade exissting model to produce BOM & tag & no clashes,"(151),(225),(212),(187)",2022-02-17,2022-02-20,2022-06-30,0,,06/30/2022 2:58:21 PM
4921,PRO-136-PDM-03-MP_AS,ARC-MOD-STDM,Architecture,Modelling,Standardize Model,Create Arc Model ,,"(188),(226),(209)",2022-03-01,2022-04-03,2022-06-29,0,,06/29/2022 4:20:07 PM
4922,PRO-136-PDM-03-MP_AS,STR-MOD-STDM,Structure,Modelling,Standardize Model,Create Str Model & 2D Document,,"(188),(226),(209)",2022-03-01,2022-04-03,2022-06-29,0,,06/29/2022 4:20:10 PM
4923,PRO-136-PDM-03-MP_AS,ARC-3DV-STDM,Architecture,3D Visualization,Standardize Model,Render Video & Pic,,"(226),(209),(188),(151)",2022-03-01,2022-04-03,2022-06-29,0,,06/29/2022 4:20:14 PM
4924,PRO-136-PDM-03-MP_M,MEP-MOD-NEWM-01,MEP,Modelling,New Model,01. 3D Model Update,,"(225),(151),(219),(170),(196),(207),(228),(223),(229),(220)",2022-03-08,2022-03-15,,0,,06/13/2022 1:39:05 PM
4925,PRO-136-PDM-03-MP_M,MEP-2DD-NEWM-01,MEP,2D Documentation,New Model,02. 2D Documentation,,"(219),(151),(225),(229),(228),(207),(196),(223),(170),(220)",2022-03-08,2022-03-15,,0,,06/13/2022 1:39:05 PM
4926,PRO-136-PDM-03-MP_M,MEP-PJM-NEWM-01,MEP,Project Management,New Model,03. Project Management & QA,,"(151),(225),(187),(212)",2022-03-08,2022-03-15,,0,,06/13/2022 1:39:05 PM
4927,PRO-136-PDM-04-PST_AS,ARC-MOD-STDM,Architecture,Modelling,Standardize Model,Create Arc Model ,,"(188),(226),(209),(112)",2022-03-01,2022-04-03,2022-06-29,0,,06/29/2022 4:19:45 PM
4928,PRO-136-PDM-04-PST_AS,STR-MOD-STDM,Structure,Modelling,Standardize Model,Create Str Model & 2D Document,,"(188),(226),(209)",2022-03-01,2022-04-03,2022-06-29,0,,06/29/2022 4:20:18 PM
4929,PRO-136-PDM-04-PST_M,MEP-MOD-NEWM,MEP,Modelling,New Model,01. 3D Model Update,,"(151),(196),(219),(223),(225),(170),(228),(207),(229)",2022-03-08,2022-03-18,2022-06-30,0,,06/30/2022 2:57:50 PM
4930,PRO-136-PDM-04-PST_M,MEP-2DD-NEWM,MEP,2D Documentation,New Model,02. 2D Documentation,,"(151),(225),(228),(207),(229),(220),(219),(223),(196)",2022-03-08,2022-03-15,2022-06-30,0,,06/30/2022 2:57:45 PM
4931,PRO-136-PDM-04-PST_M,MEP-PJM-NEWM,MEP,Project Management,New Model,03. Project Management & QA,,"(212),(187),(225),(151)",2022-03-08,2022-03-15,2022-06-30,0,,06/30/2022 2:57:40 PM
4932,PRO-136-PDM-05-MN_AS,ARC-MOD-STDM,Architecture,Modelling,Standardize Model,Create Arc Model ,,"(188),(226),(209)",2022-03-31,2022-04-03,2022-06-29,0,,06/29/2022 4:20:23 PM
4933,PRO-136-PDM-05-MN_AS,STR-MOD-STDM,Structure,Modelling,Standardize Model,Create Str Model & 2D Document,,"(188),(226),(209),(227)",2022-03-31,2022-04-03,2022-06-29,0,,06/29/2022 4:20:26 PM
4934,PRO-136-PDM-05-MN_AS,ARC-3DV-STDM,Architecture,3D Visualization,Standardize Model,Render Video & Pic,,"(226),(209),(188),(151)",2022-03-31,2022-04-03,2022-06-29,0,,06/29/2022 4:20:30 PM
4935,PRO-136-PDM-05-MN_M,MEP-MOD-NEWM-01,MEP,Modelling,New Model,01. 3D Model Creation,,"(151),(170),(196),(207),(219),(220),(223),(225),(228),(229)",2022-03-25,2022-04-04,,0,,06/13/2022 1:39:05 PM
4936,PRO-136-PDM-05-MN_M,MEP-2DD-NEWM-01,MEP,2D Documentation,New Model,02. 2D Documentation,,"(151),(170),(196),(207),(219),(220),(223),(225),(228),(229)",2022-03-25,2022-04-04,,1000,,06/13/2022 1:39:05 PM
4937,PRO-136-PDM-05-MN_M,MEP-OTH-NEWM-01,MEP,Others,New Model,03. QA/QC and Coordination,,"(187),(151),(149),(212)",2022-03-25,2022-04-04,,1000,,06/13/2022 1:39:05 PM
4938,PRO-136-PDM-05-MN_M,MEP-PJM-MGMT-01,MEP,Project Management,Project Management,04. Project Management,,"(187),(212),(149)",2022-03-25,2022-04-04,,1000,,06/13/2022 1:39:05 PM
4939,PRO-136-PDM-07-AOS_M,MEP-OTH-NEWM-01,MEP,Others,New Model,01. 3D Modelling and 2D Documentation,,(196),2022-04-27,2022-05-11,,0,,06/13/2022 1:39:05 PM
4940,PRO-136-PDM-07-AOS_M,MEP-OTH-NEWM-02,MEP,Others,New Model,02. QA/QC and Coordination,,(151),2022-04-27,2022-05-11,,0,,06/13/2022 1:39:05 PM
4941,PRO-136-PDM-07-AOS_M,MEP-PJM-MGMT-01,MEP,Project Management,Project Management,03. QA/QC and Project Management,,(187),2022-04-27,2022-05-11,,0,,06/13/2022 1:39:05 PM
4942,PRO-136-PDM-08-FSH_M,MEP-OTH-NEWM-01,MEP,Others,New Model,02. QA/QC and Coordination,,(151),2022-05-05,2022-05-19,,0,,06/13/2022 1:39:05 PM
4943,PRO-136-PDM-08-FSH_M,MEP-OTH-NEWM-02,MEP,Others,New Model,01. 3D Modelling and 2D Documentation,,"(170),(196)",2022-05-05,2022-05-19,,0,,06/13/2022 1:39:05 PM
4944,PRO-136-PDM-08-FSH_M,MEP-OTH-MGMT-01,MEP,Others,Project Management,03. QA/QC and Project Management,,(187),2022-05-05,2022-05-19,,0,,06/13/2022 1:39:05 PM
4945,PRO-136-PDM-09-HRC_M,MEP-OTH-NEWM-01,MEP,Others,New Model,02. QA/QC and Coordination,,(151),2022-05-05,2022-05-18,,0,,06/13/2022 1:39:05 PM
4946,PRO-136-PDM-09-HRC_M,MEP-OTH-NEWM-02,MEP,Others,New Model,01. 3D Modelling and 2D Documentation,,"(196),(223)",2022-05-05,2022-05-18,,0,,06/13/2022 1:39:05 PM
4947,PRO-136-PDM-09-HRC_M,MEP-OTH-MGMT-01,MEP,Others,Project Management,03. QA/QC and Project Management,,(187),2022-05-05,2022-05-18,,0,,06/13/2022 1:39:05 PM
